HK/   AAT og VLT:
Raw weights
                                                                                
8182 data points:
0001-5169  (5169 data points)   AAT/UCLES i Australien
5179-8182  (3013 data points)   VLT/UVES (ESO) i Chile
                                                                                
    Time (sec)    Data(m/s)    sigma(m/s)
-------------------------------------------
      490056.     -1.94616     0.531793
      490082.     -1.01695     0.570578
      490108.     -1.76082     0.569173
      490134.    -0.245950     0.557703
      490160.      1.12142     0.595619
      490187.     0.600850     0.574870
      490213.      1.79513     0.578628
      490239.      2.07079     0.608649
      490265.    0.0389300     0.629591
      490291.     0.435650     0.547629
      490317.     0.709030     0.568053
      490343.    -0.581690     0.530545
      490396.    -0.495160     0.554513
      490424.    -0.263940     0.580672
      490450.    -0.268020     0.513660
      490475.    -0.227750     0.563283
      490507.     0.201130     0.589160
      490535.      1.18095     0.583630
      490562.      1.30430     0.586384
      490616.     0.554850     0.593509
      490642.     -1.11194     0.591826
      490668.    0.0785900     0.595807
      490693.    -0.284810     0.512460
      490719.     0.393490     0.574802
      490746.     0.119400     0.549875
      490772.    -0.402780     0.553118
      490801.    -0.412570     0.561246
      490827.    -0.744100     0.553986
      490857.     0.233250     0.549498
      490886.     -1.18764     0.600357
      490916.     -1.00946     0.618520
      490946.     -1.04720     0.568330
      490974.    -0.196820     0.569796
      491001.     -1.73020     0.580122
      491027.    -0.487240     0.550751
      491054.    -0.291360     0.528331
      491080.    -0.134370     0.495845
      491107.   -0.0533400     0.553569
      491134.   -0.0681200     0.592353
      491161.    -0.405800     0.558993
      491188.     -2.03709     0.626047
      491214.    -0.927020     0.585847
      491241.     0.820220     0.615049
      491267.    -0.836200     0.536821
      491293.    -0.547520     0.521676
      491319.     0.341790     0.552007
      491345.   -0.0706800     0.577853
      491372.    -0.505710     0.569386
      491400.    -0.222620     0.540941
      491427.     0.432350     0.560814
      491454.    0.0236700     0.581758
      491479.    -0.877200     0.595531
      491506.    -0.421760     0.539420
      491532.    -0.922530     0.572247
      491558.     -1.15308     0.560990
      491585.    -0.730600     0.560966
      491611.      1.02980      1.04762
      491638.    -0.665850     0.550443
      491664.     0.280140     0.575420
      491691.     0.179890     0.528867
      491717.    -0.118950     0.520573
      491744.     0.196260     0.582035
      491771.    -0.802350     0.611949
      491797.    -0.340930     0.591769
      491824.     -1.08238     0.562936
      491851.     -1.54322     0.561059
      491877.     -1.76217     0.674294
      491905.     -1.22581     0.592083
      491931.     -1.60287     0.565895
      491958.    -0.758920     0.581094
      491985.   -0.0295200     0.576807
      492012.     -1.95126     0.791622
      492066.     0.366900     0.559544
      492092.     -1.79141      1.06293
      492118.     0.780980     0.524865
      492170.    -0.415460     0.558000
      492197.     -1.09000     0.576552
      492222.    -0.683500     0.573193
      492249.     -1.71221     0.572377
      492276.     -1.81494     0.533612
      492306.     0.311140     0.577124
      492334.      1.10145     0.632357
      492363.      2.23823     0.915387
      492389.      2.64009     0.827825
      492416.     0.424720     0.596252
      492444.     0.646160     0.514229
      492471.      2.57750     0.624673
      492497.    0.0154100     0.568838
      492522.    -0.115570     0.566712
      492548.    -0.272250     0.560220
      492605.    -0.520720     0.550651
      492630.     -1.51719     0.548842
      492657.     -1.38677     0.582071
      492684.     -1.98878     0.598401
      492710.   -0.0226000     0.582018
      492737.    -0.256280     0.569354
      492764.    -0.179050     0.617850
      492790.     0.321270     0.579207
      492816.      1.07835     0.582245
      492844.      3.19888     0.898149
      492871.     0.497930     0.732212
      492899.      1.32627     0.588148
      492925.      1.23991     0.574418
      492952.   -0.0422800     0.576896
      493005.     0.314310     0.576744
      493031.     0.623380     0.571032
      493056.    0.0986900     0.606784
      493082.     -1.15684     0.560546
      493108.     -1.04145     0.577498
      493136.    -0.357750     0.555490
      493162.     0.401670     0.559557
      493189.     0.592170     0.589193
      493215.     0.410220     0.675461
      493242.      1.05500     0.639763
      493269.      1.43948     0.651781
      493295.     0.735160     0.643445
      493322.     0.812490     0.589463
      493348.     0.704540     0.556303
      493375.      1.30040     0.535504
      493402.    -0.121750     0.759047
      493429.      1.19949     0.556508
      493459.     0.959330     0.560011
      493486.    -0.938210     0.612973
      493539.     -2.28989     0.622377
      493565.     -1.40747     0.592018
      493593.     -2.51279     0.642527
      493621.    -0.877370     0.650606
      493647.     0.286200     0.602375
      493674.     0.678840     0.560970
      493700.      2.93046     0.804309
      493728.      1.20602     0.602682
      493754.      3.44608     0.717407
      493782.      1.14134     0.606538
      493835.      1.78318     0.619397
      493865.    -0.145300     0.642175
      493892.    -0.100040     0.603573
      493918.     0.320590     0.618384
      493945.     0.344870     0.636109
      493972.     0.197740     0.628813
      494024.    -0.925960     0.754510
      494050.     0.514520     0.622316
      494075.      1.75049     0.672127
      494105.    -0.409900     0.793769
      494131.      1.65576     0.653960
      494158.      1.59419     0.623022
      494183.      1.06369     0.620427
      494210.    -0.201890     0.686752
      494237.    -0.316620     0.627723
      494263.     -1.84456     0.656839
      494315.    -0.834420     0.614968
      494342.     -1.20229     0.645327
      494367.     0.369390     0.644694
      494395.     0.317720     0.610018
      494420.     0.592040     0.606934
      494447.      1.42366     0.684597
      494472.      1.20241     0.631054
      494500.     -1.32548     0.958638
      494526.     0.249300     0.650772
      494554.      1.30300     0.723439
      494581.    -0.643190     0.635529
      494606.    0.0471300     0.600546
      494633.    -0.404170     0.686658
      494658.     0.367830     0.643411
      494685.    -0.287300     0.697500
      494711.    -0.250400     0.644250
      494738.      1.90751     0.656090
      494764.      2.02454     0.671336
      494791.      1.54776     0.652457
      494818.      2.50094     0.743535
      494845.      1.29403     0.661588
      494870.    -0.938190     0.668223
      494896.     0.395700     0.586609
      494923.    -0.175810     0.674326
      494949.     -1.53783     0.624426
      494975.     -1.59891     0.662949
      495004.     -1.20354     0.657571
      495031.    -0.775460     0.647599
      495057.    -0.848470     0.705365
      495083.    -0.858840     0.682478
      495163.     0.642470     0.717135
      495190.      1.41076     0.694251
      495215.      2.35512     0.778950
      495241.      1.91980     0.721287
      495270.     0.765460     0.674758
      495298.      1.03115     0.648672
      495325.    -0.120550     0.688836
      495352.     0.470380     0.673806
      495378.    -0.604640     0.675865
      495405.     0.746280     0.721507
      495431.     -1.38259     0.716439
      495459.     -1.16195     0.689238
      495485.    -0.426930     0.690560
      495512.    -0.625820     0.644879
      495538.    -0.304180     0.728322
      495565.      1.22649     0.866461
      495591.     -1.95114     0.753234
      495618.      1.30709     0.691327
      495645.     0.247150     0.713355
      495672.      1.05356     0.741067
      495699.      1.49155     0.720052
      495725.      2.59283     0.762135
      495752.      1.10309     0.684783
      495778.     0.854490     0.712088
      495831.    -0.634420     0.709266
      495857.   -0.0977600     0.747840
      495909.     -2.50841     0.730464
      495934.     -1.89872     0.701153
      495987.     -2.67382     0.761495
      496014.      1.26797     0.769574
      496040.      1.90245     0.737154
      496067.      2.55068     0.712454
      496093.      2.12109     0.787144
      496120.      2.42156     0.728233
      496147.    0.0578400     0.846078
      496175.     0.418920     0.743981
      496205.    -0.596210     0.736216
      496232.   -0.0454200     0.750212
      496258.     -1.35073     0.742181
      496284.     -1.28770     0.741536
      496312.     -2.84383     0.766640
      496339.     -1.16758     0.702123
      496366.    -0.163890     0.761980
      496393.   -0.0284900     0.745346
      496445.      2.12736     0.767548
      496471.      1.17472     0.767751
      496501.     0.570040     0.776085
      496528.     0.566810     0.735538
      496557.     -1.73808      1.56847
      496611.    -0.258700     0.709582
      496637.    -0.902250     0.723980
      496663.    -0.175230     0.805089
      496689.    -0.213540     0.748056
      496715.     -1.17005     0.735254
      496742.     0.291360     0.704824
      496770.     -1.22447     0.798826
