HK/   AAT og VLT:
Raw weights
                                                                                
8182 data points:
0001-5169  (5169 data points)   AAT/UCLES i Australien
5179-8182  (3013 data points)   VLT/UVES (ESO) i Chile
                                                                                
    Time (sec)    Data(m/s)    sigma(m/s)
-------------------------------------------
      537550.      3.73000      1.32538
      537572.      1.47690      1.68914
      537593.      1.19269      2.74590
      537615.     -1.16373      1.81983
      537636.      1.67206      1.90559
      537658.    -0.932080      2.06249
      537679.     -1.28742      1.40862
      537701.     0.470340      1.47547
      537722.     0.266330      1.51954
      537744.      2.67411      1.53368
      537765.      1.26996      1.62510
      537787.    -0.649590      1.56444
      537808.     -2.21010      1.45942
      537830.    -0.845120      1.60067
      537851.     -2.48721      1.29489
      537872.    -0.659680      1.62037
      537894.     -3.19450      1.80224
      537915.     -1.32200      1.42209
      537936.   -0.0202900      1.55958
      537958.     -1.39565      1.57503
      537980.     0.409940      1.73381
      538001.     -2.16845      1.65493
      538022.    -0.230570      1.58512
      538044.     -2.83354      1.57782
      538065.     -2.84914      1.60820
      538086.    -0.325620      1.49170
      538107.      2.24791      1.42226
      538129.     -1.68513      1.57924
      538151.      1.13130      1.69455
      538172.     0.722590      2.15876
      538194.    -0.887880      2.14377
      538215.     -1.80802      1.73047
      538237.      1.88753      1.60145
      538258.     -1.03176      1.70490
      538280.      1.10768      1.91957
      538301.    -0.752970      1.85389
      538323.    -0.247840      1.47728
      538344.     -3.71361      2.04270
      538367.    -0.146790      2.21560
      538388.     -2.25836      1.93768
      538410.    -0.289890      1.82370
      538431.      1.12998      1.92404
      538453.     0.435190      1.74877
      538475.    -0.604020      1.87005
      538497.      4.36565      2.51807
      538519.     -1.77714      2.18368
      538540.      3.54417      2.17166
      538561.      2.01038      1.83132
      538583.      1.74635      2.24299
      538605.    -0.775520      1.72976
      538626.    -0.935810      1.75321
      538648.   -0.0894700      2.15310
      538669.    -0.961950      2.02850
      538691.    -0.795570      2.97840
      538712.      5.83761      2.71987
      538734.     0.149540      2.15649
      538755.    0.0452700      2.69792
      538777.      1.88008      2.36303
      538798.    -0.669670      2.03956
      538820.     0.958990      2.00001
      538841.     -1.08697      1.92991
      538863.      1.31015      1.86450
      538885.     -2.81188      1.87458
      538906.      3.80377      2.23473
      538928.    -0.837890      1.84009
      538950.      4.13118      1.89991
      538971.      1.17552      2.08329
      538993.    -0.969030      1.90426
      539014.     -2.19503      2.40212
      539036.      1.37935      2.22172
      539057.     -3.95709      2.31909
      539078.     -2.79895      1.75955
      539099.     -1.45436      1.75986
      539121.     -1.89973      1.96846
      539142.     -5.29381      2.10342
      539164.     -4.04091      1.88352
      539185.     0.193010      2.02787
      539207.    -0.496560      2.00782
      539228.     -1.30319      2.08436
      539250.     -3.37088      1.85060
      539272.    -0.346070      2.18817
      539293.      2.21514      2.05568
      539315.     0.193880      2.09702
      539336.     -2.39446      2.04004
      539358.     0.786430      1.69640
      539379.     0.933830      1.88307
      539401.     0.586000      2.11950
      539423.      5.44946      2.11221
      539444.     -3.70916      1.95532
      539466.     -1.53187      1.79736
      539487.    0.0898200      1.64664
      539509.     0.359240      1.84650
      539530.    -0.308470      1.69429
      539552.      1.25487      2.43288
      539574.  -0.00100000      2.45776
      539597.     -2.30550      2.50809
      539619.     0.298130      2.17441
      539640.     -2.08142      2.00134
      539662.     -5.11510      2.02870
      539683.     -1.75710      2.10958
      539705.     0.601870      2.03456
      539727.     0.139370      1.95514
      539748.    -0.443190      1.66589
      539770.     -2.74635      2.06069
      539791.      1.25670      2.02230
      539812.    -0.827640      2.01016
      539834.      4.61703      1.88265
      539856.      4.71959      1.91678
      539878.      2.18514      1.89354
      539900.      2.86636      1.88880
      539921.     0.120100      2.14513
      539943.      1.03957      2.07287
      539964.      3.20612      2.03745
      539986.    -0.951090      1.79492
      540008.      2.02919      1.80343
      540030.     -2.17826      1.81649
      540052.     0.550940      1.77869
      540073.      3.18786      1.73844
      540095.     -1.06937      1.82541
      540116.      1.29540      1.98149
      540138.     0.793240      2.22197
      540159.      1.25920      2.27591
      540181.     0.480120      1.86798
      540202.      4.62019      1.64943
      540224.      1.35191      1.62699
      540245.     0.283590      1.73103
      540266.     0.288970      1.55722
      540288.      2.19588      1.38426
      540309.     -3.35638      2.69595
      540331.      1.35025      1.95649
      540353.      4.10987      3.16222
      540377.      4.73088      1.41597
      540398.     0.241360      1.74930
      540420.    -0.670650      1.51604
      540441.    -0.890310      1.78710
      540463.      1.03549      1.53196
      540484.     0.946100      1.81432
      540506.     0.234560      1.65575
      540527.     -3.32385      1.62540
      540549.     -4.64030      1.47481
      540571.      1.29359      1.97480
      540593.     -5.10976      1.64743
      540615.     -5.36905      1.95407
      540636.    -0.964990      1.65923
      540658.     -2.94401      1.46912
      540775.      3.73667      1.46816
      540797.      2.34353      1.27382
      540818.      1.07705      1.59375
      540839.     0.515120      1.43641
      540861.    -0.379290      1.55942
      540882.      4.72741      1.42969
      540904.      2.76926      1.57492
      540925.      1.30435      1.56778
      540946.     0.611030      1.61942
      540968.    -0.991690      1.50651
      540989.    -0.985790      1.62798
      541011.      1.02155      1.51640
      541033.     -1.73423      1.57843
      541054.     -1.14331      1.67337
      541076.     -3.60361      1.73480
      541097.     -2.12857      1.78449
      541118.     -3.02373      1.74568
      541140.     -2.10473      2.07287
      541161.     -2.17523      1.74473
      541183.      1.38574      1.76866
      541204.      4.75095      1.68329
      541226.     0.219160      1.89080
      541247.      2.74727      2.01962
      541269.      1.99057      2.02553
      541413.     -4.31115      1.48731
      541434.     -5.32441      2.18309
      541456.     -1.60981      1.53539
      541480.     -4.58240      1.43569
      541503.     -5.47791      1.61772
      541527.     -1.04329      1.33490
      541551.    -0.890430      1.55654
      541574.    -0.846170      1.31358
      541598.      4.12645      1.51334
      541621.      1.93901      1.75522
      541644.      2.28833      1.71754
      541668.      3.87034      1.83805
      541691.      1.07855      1.43148
      541715.      1.21120      1.50331
      541738.      2.39482      1.40832
      541762.   -0.0472900      1.45970
      541785.      2.35874      1.49951
      541808.     -1.61996      1.65165
      541832.     0.306350      1.69348
      541855.     -3.32236      2.15302
      541880.     -7.91206      3.06095
      541903.      2.11054      1.55383
      541927.      2.25700      2.66833
      541950.      1.92896      2.81583
      541974.     -3.86490      1.84564
      541998.    -0.607850      1.53574
      542021.    -0.274580      1.99508
      542044.      1.47848      1.71468
      542068.     0.147920      1.47375
      542091.    0.0102100      1.79067
      542139.     -1.24271      1.88238
      542162.      2.35074      1.89050
      542186.      1.61848      1.93047
      542209.     -1.24064      1.71175
      542232.    -0.881670      1.78785
      542256.      1.35133      1.56413
      542279.     0.378070      1.75182
      542302.    -0.626270      1.70283
      542326.      1.55027      2.04721
      542350.      1.64281      1.55322
      542373.      1.47763      1.74470
      542397.     0.736490      1.81135
      542420.    -0.192690      1.70943
      542444.      1.02113      1.98231
      542467.      2.23471      1.93910
      542491.     -6.99051      3.72012
      542514.     -1.69308      1.73973
      542537.     -2.87607      2.02172
      542561.     -2.21481      1.73224
      542584.    -0.328420      1.81847
      542607.     -3.25627      2.09274
      542631.     -2.79923      1.85411
      542655.    -0.998140      2.02210
      542678.      1.20156      1.59586
      542701.     -1.40024      2.94430
      542725.      4.08471      2.87341
      542749.    -0.662650      1.94607
      542772.      1.94577      1.61624
      542795.      1.12760      1.40855
      542819.     -1.11465      2.17917
      542843.      4.27221      3.07878
      542866.      2.67384      1.89446
      542889.     -6.51914      3.36446
      542913.      3.98747      1.56940
      542936.     0.317230      1.66083
      542960.     -1.92872      1.50515
      542982.      1.70421      2.04964
      543006.     0.562850      1.51921
      543030.   -0.0556800      1.48132
      543054.    -0.878810      1.22629
      543077.     0.878070      1.97731
      543101.    -0.645120      1.45360
      543124.     -2.22235      1.54594
      543147.     -1.78026      1.36855
      543171.   -0.0948900      1.41820
      543194.     -4.31101      1.64641
      543218.      8.53169      19.1275
      543241.      1.85720      1.48534
      543264.    0.0295800      1.77925
      543287.      4.67328      1.78775
      543311.      3.35887      1.68901
      543334.     0.842330      1.50940
      543358.      3.60026      1.42737
      543381.     0.259690      2.82747
      543405.      4.90794      2.20668
      543428.      1.62926      2.02908
      543452.     0.398780      1.88701
      543475.      2.73172      1.39030
      543499.      2.65941      1.65025
      543522.    -0.690630      1.56611
      543545.    -0.862100      1.57120
      543569.     -3.14893      1.61666
      543592.     -2.86364      1.73204
      543616.     -1.04775      1.70199
      543639.     -2.26038      1.66515
      543662.     -1.29133      1.50810
      543686.     -2.37211      1.46797
      543709.    -0.711980      1.51412
      543732.     -1.71677      2.01118
      543756.   -0.0389600      1.66187
      543779.     0.315530      1.55381
      543803.      6.92403      2.38093
      543826.      2.69470      1.39315
      543850.     -1.98676      1.70448
      543873.      1.00000      1.58691
      543896.     -1.45065      1.56657
      543920.    -0.407920      1.96575
      543943.     0.259240      2.02427
      543967.     -2.66946      1.57152
      543990.     -4.12324      1.79027
      544014.     -4.00233      1.50035
      544039.     -3.81564      1.75547
      544062.    -0.437960      1.86274
      544086.     0.927440      1.70529
      544109.      2.89957      2.03890
      544132.     -2.37880      2.93345
      544156.     0.452090      1.74945
      544180.      2.25229      1.99241
      544203.    -0.572650      1.70269
      544226.      3.94573      1.85840
      544250.     0.772010      2.19814
      544273.     -1.74723      3.03053
      544297.     -1.50030      2.61722
      544320.    -0.598640      3.08471
      544344.      1.12359      1.66973
      544367.     -3.50738      1.83686
      544391.     -2.33750      2.11055
      544414.    -0.538790      1.68188
      544438.     -1.31346      2.14498
      544461.    -0.140040      2.41143
      544484.      1.99579      1.80602
      544508.      3.69237      2.02080
      544531.      2.26003      1.95575
      544555.     -1.63707      2.20323
      544578.     0.248210      2.50717
      544602.      1.66010      1.98452
      544625.      2.84466      2.88464
      544649.     -2.80803      2.13316
      544672.     -2.25194      2.91638
      544696.      1.54061      2.67376
      544720.     -2.33969      2.53145
      544743.    -0.169310      2.94501
      544767.     -3.95854      2.65012
      544790.     -2.00904      3.04931
      544814.      4.94844      3.49347
      544837.     -1.62798      2.10038
      544861.     0.184350      2.32841
      544885.    -0.931280      1.93184
      544955.     -4.72506      2.40742
      544978.     -6.57284      2.98734
      545001.      3.10364      2.71018
      545025.     -5.66484      2.97514
      545049.     -3.43672      2.36614
      545072.      2.42044      2.66100
      545095.      1.73355      2.23188
      545119.     -3.26365      2.33680
      545143.     -2.27765      2.54183
      545167.     -1.47538      2.61401
      545214.      1.14784      3.47468
      545238.    -0.951790      2.73878
      545261.   -0.0250300      3.20088
      545284.     -2.42940      2.72665
      545308.    -0.858590      2.42260
      545331.      3.62918      2.73628
      545355.     -2.57235      2.67738
      545378.    -0.442270      2.12184
      545425.      5.88441      3.39566
      545598.     -3.99491      2.28516
      545621.   -0.0649900      2.11555
      545644.    0.0111600      2.20105
      545668.     -1.70162      2.27997
      545691.     -3.79403      2.33239
      545715.      1.97409      2.75129
      545738.     -1.20968      2.01393
      545762.    -0.409130      1.91972
      545785.     -2.49262      2.01239
      545809.     -6.00213      2.84251
      545832.     -2.70186      2.15787
      545855.      2.60382      2.38668
      545879.     -1.71144      3.13400
      545902.     0.501020      2.26706
      545925.     0.898820      2.10992
      545949.      3.47409      2.13654
      545973.    -0.890270      2.80085
      545996.     0.405370      2.28444
      546020.    -0.439330      2.42940
      546043.      3.84818      2.46993
      546067.      1.11065      1.90038
      546090.     -3.03020      2.02818
      546115.     -4.13710      2.28643
      546138.      1.52472      2.36900
      546210.      3.88798      2.59937
      546233.     -4.07700      2.50060
      546256.     -2.98956      2.09630
      546280.      3.64467      2.30184
      546303.     -3.32348      2.24395
      546326.     -3.52598      2.67053
      546350.     -2.57413      2.32175
      546373.     -5.33759      2.73324
      546397.     0.458780      2.74029
      546420.     -3.35673      2.95743
      546444.     -1.39995      2.43163
      546468.     -1.15190      2.25995
      546492.     -1.78412      2.57909
      546516.      5.97071      3.04022
      546539.      2.33266      2.60750
      546563.      3.92846      2.55492
      546587.    -0.208300      2.01952
      546610.      1.70070      2.13274
      546633.      3.43976      2.46581
      546657.      7.21518      2.85773
      546680.      1.71245      2.90954
      546727.     -1.49313      2.95816
      546751.      2.29302      2.45034
      546775.    -0.579520      2.01234
      546798.     -1.83514      2.05065
      546822.     -1.54474      2.25604
      546846.     0.545680      2.20834
      546869.     -1.34122      2.02328
      546893.      2.59963      2.25260
      546917.    -0.661020      2.02237
      546940.    -0.422410      1.86577
      546963.     -1.97671      2.29727
      546987.      1.03379      2.88915
      547011.      2.21131      2.05005
      547036.      1.06679      1.96299
      547060.     -1.66530      2.02026
      547083.      1.26399      2.26569
      547107.     0.526220      1.88958
      547130.      1.16219      1.70996
      547154.     0.286540      1.82153
      547178.      1.91415      1.99441
      547201.     -2.27314      1.71898
      547225.     0.979030      1.87978
      547248.     -1.32803      1.98362
      547272.     -1.38589      1.59579
      547295.     -1.53166      1.51343
      547319.     -3.16397      1.49837
      547342.     -1.49794      1.74167
      547366.     -3.99993      1.77805
      547390.     0.947160      1.77493
      547413.    -0.926530      1.71472
      547436.    -0.258030      1.90500
      547460.    -0.880990      1.78991
      547483.      5.24380      2.46764
      547507.     -2.34516      2.24826
      547531.     0.180600      1.89499
      547554.      1.83792      1.90178
      547578.     -1.94462      1.93957
      547602.     -2.37160      1.85472
      547626.     -3.52487      2.00674
      547649.     -1.40450      1.86357
      547673.   -0.0517100      1.79863
      547696.    -0.698630      1.95972
      547720.     -3.02587      1.92049
      547743.     -3.50048      1.76115
      547767.     -1.70069      2.55662
      547790.     -4.28754      3.11017
      547814.     -2.74712      1.79637
      547837.    -0.151030      2.13177
      547861.   -0.0107700      2.34820
      547885.     0.372840      2.06552
      547908.     -2.93690      1.86593
      547932.     -3.16585      1.95061
      547955.     0.278620      1.98112
      547979.      2.85192      2.47632
      556817.     0.554850      1.08275
      556881.    -0.273390     0.688298
      556920.     -1.24152     0.564386
      557018.    -0.881010     0.702067
      557048.    -0.499310     0.801759
      557076.    -0.682740     0.745276
      557107.     0.641100     0.691831
      557138.    -0.868800     0.683077
      557168.      1.45317     0.661783
      557196.     0.841050     0.733407
      557226.     0.357710     0.775362
      557254.      1.11013     0.691108
      557284.    -0.148550     0.626058
      557314.    0.0789700     0.658789
      557345.    -0.295650     0.632306
      557376.    0.0854100     0.645512
      557416.    -0.693510     0.650921
      557442.    -0.996880     0.705971
      557468.   -0.0476700     0.695418
      557496.     0.124830     0.678880
      557523.     0.244990     0.677066
      557550.    0.0780800     0.660621
      557578.     0.430990     0.739911
      557604.      1.52006     0.726609
      557632.     0.138760     0.699470
      557658.   -0.0716600     0.668589
      557684.     0.883090     0.781019
      557710.     -2.10388     0.868545
      557738.     -1.26590     0.744318
      557764.     -2.19524     0.703842
      557790.     -1.41375     0.719682
      557818.     -2.28931     0.744086
      557846.    -0.265470     0.657670
      557873.    -0.758180     0.673224
      557900.      1.26798     0.685225
      557927.      1.08703     0.767400
      557953.     0.691720     0.747058
      557980.     0.501000     0.709543
      558006.     0.377240     0.750206
      558032.    -0.186690     0.753283
      558060.     -1.12177     0.721293
      558086.     -1.05689     0.712885
      558112.    -0.262830     0.755322
      558142.     -1.08218     0.641535
      559328.     0.447660     0.684028
      559354.    -0.113850     0.644310
      559380.     0.936220     0.663703
      559406.      1.42925     0.707462
      559433.      2.61452     0.726671
      559459.      1.52011     0.664346
      559485.      1.21432     0.718882
      559510.      1.45769     0.674123
      559536.     0.773380     0.793686
      559561.    -0.350990     0.675733
      559587.    -0.607100     0.704218
      559613.     -2.27851     0.758638
      559638.     -3.14284     0.763073
      559663.     -3.00403     0.776761
      559689.     -3.40265     0.735638
      559716.     -3.87860     0.786582
      559743.     -1.93722     0.674103
      559769.    -0.218160     0.669481
      559799.   -0.0616300     0.645932
      559825.      1.39212     0.594414
      559853.      1.44971     0.605566
      559883.      2.70201     0.667132
      559914.      2.04667     0.702075
      559945.      1.12832     0.636766
      559972.     0.414250     0.634321
      559998.    -0.493880     0.659123
      560025.     -2.08747     0.588057
      560051.     -3.11220     0.610681
      560077.     -2.82768     0.621347
      560105.     -3.16090     0.609694
      560131.     -3.41189     0.680037
      560156.     -1.60663     0.686544
      560183.     -1.41437     0.691225
      560208.     0.227690     0.545192
      560234.     0.513080     0.576255
      560260.    -0.190520     0.648438
      560286.     0.723300     0.634511
      560312.     0.571400     0.577824
      560339.   0.00110000     0.544125
      560364.     0.144380     0.558596
      560390.     -1.99982     0.621253
      560417.     -1.41265     0.557071
      560442.     -2.54273     0.620894
      560468.     -2.19536     0.623478
      560494.     -2.24843     0.641250
      560519.    -0.961510     0.641039
      560546.     -1.95159     0.684164
      560572.     -1.60899     0.632065
      560598.    -0.848960     0.653471
      560625.     0.694330     0.602783
      560651.     0.733620     0.564138
      560678.     0.406960     0.649420
      560705.     0.627740     0.636873
      560731.      1.55039     0.603489
      560757.     0.101750     0.619987
      560782.     0.354780     0.604051
      560807.     0.300710     0.602942
      560833.    0.0586400     0.601883
      560858.     -1.58622     0.580885
      560885.     -1.58240     0.595675
      560911.     0.471810     0.567539
      560937.    -0.241830     0.572690
      560962.    -0.246560     0.617988
      560988.     0.954420     0.588346
      561015.     0.693220     0.629258
      561041.     0.430240     0.626132
      561067.     0.695490     0.601741
      561093.    0.0935000     0.558979
      561119.   -0.0765600     0.601217
      561145.    -0.618060     0.560782
      561170.   -0.0533800     0.580819
      561196.    -0.680790     0.623106
      561221.     -1.34851     0.640328
      561248.    -0.613010     0.584468
      561275.     -1.02188     0.606004
      561304.    -0.715550     0.639841
      561330.     0.883480     0.684159
      561358.     0.545280     0.672702
      561383.      1.42895     0.722887
      561410.    -0.690460     0.783779
      561437.     0.900590     0.753230
      561462.     0.464690     0.615578
      561488.    0.0370900     0.661773
      561514.     0.721760     0.648620
      561540.   -0.0566900     0.665314
      561566.  -0.00669000     0.727787
      561593.     0.936280     0.653712
      561619.     0.924470     0.668724
      561646.     0.183230     0.649352
      561673.     0.157170     0.640730
      561698.    0.0281500     0.595032
      561724.     0.860310     0.637633
      561804.     0.611830     0.736670
      561856.     -1.22967     0.643765
      561883.     -1.06794     0.697668
      561909.    -0.968030     0.637802
      561935.    -0.548020     0.670890
      561963.     0.368240     0.605048
      561989.     0.445180     0.600061
      562015.     0.828580     0.577701
      562040.     0.946710     0.611604
      562067.      1.43087     0.669850
      562093.      2.01010     0.655909
      562119.     0.438030     0.548012
      562145.    -0.718310     0.758023
      562170.    0.0211000     0.629808
      562199.    -0.140250     0.657404
      562225.     -2.04944     0.607226
      562251.     -1.58771     0.593608
      562277.     -2.84161     0.590145
      562304.     -2.66698     0.615378
      562331.     -1.74724     0.588776
      562357.     0.564410     0.653200
      562384.      1.01744     0.571540
      562411.     0.984480     0.638733
      562436.      1.81047     0.655388
      562462.      2.03290     0.624339
      562488.      2.94711     0.691678
      562513.      1.37731     0.661090
      562540.     0.545930     0.681563
      562566.     0.253830     0.691146
      562593.    -0.914430     0.740711
      562620.     -1.18309     0.714428
      562645.     -2.30783     0.621664
      562670.     -2.06306     0.630661
      562695.     -2.45221     0.587659
      562722.    -0.218210     0.694125
      562748.    -0.668530     0.590068
      562775.    -0.232630     0.555328
      562805.     0.699210     0.631763
      562831.      1.59151     0.746845
      562857.     0.814520     0.827568
      562883.      1.83924     0.689965
      562909.      1.00140     0.621016
      562935.     -1.13748     0.743224
      562962.    -0.639930     0.608341
      562987.    -0.663320     0.592644
      563013.     -1.87488     0.577054
      563038.     -1.57134     0.525500
      563064.     -1.50495     0.554954
      563092.   -0.0505300     0.562040
      563118.     0.800490     0.583437
      563145.      1.11051     0.535816
      563170.      2.09679     0.588609
      563196.      3.37769     0.598051
      563222.      1.50333     0.576766
      563263.     0.899910     0.671326
      563288.     0.208940     0.684384
      563313.      1.25661     0.651658
      563339.    -0.590130     0.604950
      563364.    -0.931690     0.584448
      563391.     -1.48011     0.660142
      563416.     -1.59991     0.644632
      563454.     0.255100     0.708060
      563482.     0.959890     0.804902
      563508.    -0.588200     0.776225
      563532.     0.113950     0.766529
      563558.      1.69207     0.678914
      563584.   -0.0634400     0.694364
      563608.     0.697210     0.772882
      563634.     0.577070     0.709405
      563660.      1.55571     0.723432
      563686.      1.85918     0.612089
      563710.      2.92746     0.748535
      563735.      1.16099     0.656525
      563760.      1.20710     0.742700
      563784.    -0.414990     0.695917
      563810.      2.11208     0.816342
      563834.    0.0962600     0.700832
      563860.    -0.322720     0.735186
      563884.     -1.38811     0.702429
      563910.     0.404350     0.743830
      563937.     -1.19513     0.754805
      563962.     0.428870     0.723220
      563987.     0.710970     0.696823
      564012.     0.313020     0.760220
      564038.      1.62439     0.649421
      564064.      1.81106     0.758590
      564090.      2.53642     0.667484
      564114.      1.33893     0.709144
      564140.      1.61188     0.651950
      564166.     0.749820     0.774384
      564191.    -0.189990     0.665178
      564214.     -1.17817     0.686921
      564240.     -1.26850     0.692069
      564266.     -2.42150     0.722563
      564290.     -1.83240     0.676771
      564316.     -1.03495     0.818397
      564342.     -1.01394     0.743554
      564368.    -0.226700     0.678151
      564393.     0.363790     0.676445
      564418.  -0.00916000     0.664223
      564444.      2.24212     0.678026
      564468.      1.30062     0.696577
      564492.      2.00080     0.638363
      564518.     0.597310     0.642360
      564544.   -0.0160800     0.731172
      564569.     0.809210     0.735071
      564596.    -0.229020     0.668789
      564622.     0.570830     0.742596
      564646.    -0.521530     0.713432
      564672.     -1.27829     0.644282
      564698.     -1.30930     0.675145
      564724.     0.206280     0.592126
      564748.    -0.193480     0.695238
      564774.     -1.33625     0.697887
      564800.      1.27546     0.765912
      564826.     0.606050     0.730682
      564851.    0.0484800     0.678571
      564876.      1.35638     0.597920
      564905.      1.17808     0.668661
      564930.      1.11298     0.646020
      564954.      1.14242     0.754833
      564980.     0.391250     0.758024
      565006.     0.330150     0.792046
      565031.     0.283380     0.733212
      565056.     0.378900     0.628705
      565081.    -0.717970     0.612106
      565104.     -1.47780     0.645096
      565130.     -1.72820     0.684706
      565154.     -1.06803     0.700475
      565180.     -1.31165     0.721239
      565205.    -0.514080     0.763541
      565230.    0.0240900     0.723057
      565256.     0.451190     0.749711
      565280.     0.450060     0.615871
      565304.      2.16378     0.726907
      565330.     0.843100     0.621139
      565356.     0.663570     0.736820
      565380.      1.57735     0.708083
      565405.    -0.741770     0.683043
      565430.    -0.959620     0.637515
      565454.    -0.120310     0.759715
      565480.     -1.28212     0.664317
      565506.     -1.90569     0.662153
      565530.     -1.90021     0.730762
      565556.     -1.82603     0.626765
      565582.     -1.24460     0.655724
      565607.     -1.14380     0.642172
      565632.     -1.07925     0.764538
      565658.    -0.257120     0.728526
      565682.     0.430430     0.715344
      565708.      1.26395     0.666847
      565733.     0.571830     0.686834
      565758.      1.20715     0.761515
      565784.     0.323810     0.850248
      565810.    -0.565760     0.839752
      565836.    -0.847910     0.733969
      565860.     -1.03504     0.685356
      565886.     -1.04031     0.663458
      565910.     -1.74837     0.659204
      565935.     -1.32999     0.731913
      565960.    -0.302410     0.671371
      565986.    -0.505380     0.671416
      566010.      1.20027     0.783790
      566036.     0.686210     0.716104
      566060.      2.00207     0.849458
      566086.     0.821280     0.677579
      566110.      1.72805     0.779797
      566136.      1.18568     0.705708
      566162.      1.80164     0.700802
      566188.   -0.0410500     0.695759
      566212.     0.970930     0.748542
      566238.    0.0581800     0.637712
      566262.      1.01624     0.708840
      566286.     0.267900     0.639247
      566312.      1.99084     0.881139
      566337.     0.452700     0.696273
      566362.     0.492430     0.725916
      566386.    -0.252150     0.717481
      566412.    -0.617470     0.857085
      566436.    -0.623950     0.676208
      566461.     0.696290     0.757211
      566487.      1.11806     0.779837
      566512.    -0.598260     0.711954
      566536.      2.26860     0.884099
      566560.     0.581470     0.737772
      566586.     0.738450     0.721680
      566610.    0.0437300     0.707182
      566636.     0.494280     0.836512
      566660.      1.06648     0.675473
      566686.     0.779390     0.793758
      566710.      1.49719     0.751727
      566736.    -0.121700     0.759101
      566760.      2.18705     0.735170
      566786.      1.86784     0.763143
      566810.    -0.510580     0.825800
      566836.      1.55154     0.743540
      566860.     0.907430     0.706678
      566886.   -0.0988800     0.700161
      566910.    -0.577340     0.691414
      566936.    -0.233210     0.746377
      566962.    -0.263010     0.814187
      566986.     -1.24037     0.686029
      567012.    -0.904480     0.687783
      567036.    -0.764500     0.734901
      567060.    -0.332080     0.723723
      567086.   -0.0310900     0.751489
      567112.      1.38342     0.834311
      567135.      1.34536     0.652488
      567162.      3.65369     0.751491
      567187.     0.586900     0.792370
      567212.      2.40995     0.682310
      567236.      2.79052     0.764008
      567262.      1.34698     0.791497
      567290.    -0.427690     0.762769
      567318.     -1.47868     0.737054
      567346.     -3.18550     0.734977
      567376.     -3.12051     0.686674
      567400.     -2.22646     0.666411
      567426.     -1.93847     0.718730
      567450.     -2.73425     0.703002
      567476.     -2.30878     0.767771
      567500.     -1.25929     0.651453
      567526.     0.436180     0.649928
      567552.     0.674010     0.695527
      567578.      1.47716     0.721285
      567606.     0.626970     0.723437
      567630.      2.22210     0.808380
      567656.    -0.942890     0.654090
      567680.    -0.485630     0.688034
      567704.    0.0597000     0.693980
      567729.    -0.988820     0.738947
      567754.    -0.330520     0.756008
      567780.     -2.21234     0.722414
      567804.     -1.34808     0.765351
      567830.    -0.374920     0.768120
      567856.    -0.755180     0.740089
      567880.    -0.447370     0.751145
      567905.    -0.155020     0.741145
      567930.     0.237640     0.728696
      567954.      1.58615     0.772113
      567980.      1.09384     0.678990
      568006.     0.360740     0.667120
      568032.      1.86824      1.00902
      568056.    -0.536490     0.729867
      568081.     -1.49215     0.723517
      568106.    -0.534480     0.703333
      568132.     -2.01302     0.703745
      568158.     -3.73264     0.910160
      568182.     -2.40941     0.736858
      568206.     -1.73577     0.726171
      568232.    -0.321390     0.797382
      568256.     0.853060     0.743781
      568282.    0.0766700     0.755995
      568308.     0.160510     0.836223
      568332.     0.277480     0.756284
      568358.     0.285760     0.743047
      568382.     0.620390     0.694784
      568408.      1.06766     0.791624
      568432.   -0.0897100     0.725529
      568458.     -2.12965     0.660233
      568483.     -2.22763     0.747137
      568508.     -2.43415     0.769374
      568532.     -1.40891     0.747134
      568558.     -2.71940     0.733768
      568582.    -0.451330     0.720386
      568608.     0.180500     0.834470
      568633.      1.63543     0.745931
      568660.      1.54674     0.727828
      568685.      2.19181     0.780932
      568708.      3.21003     0.757555
      568734.      4.23847     0.882208
      568892.    -0.998580     0.705019
      568918.     -2.23001     0.681168
      568942.     -1.92355     0.747777
      568966.     -2.68620     0.670281
      568992.     -2.70803     0.641597
      569018.     -1.50901     0.751863
      569042.    -0.426930     0.696036
      569066.     0.264880     0.698566
      569094.     0.536320     0.695246
      569118.     0.928000     0.806932
      569144.      1.08688     0.839566
      569170.      1.07792     0.750804
      569194.      1.70756     0.852832
      569220.    -0.186220     0.822903
      569244.      1.27565     0.756555
      569272.   -0.0222300     0.763050
      569296.    -0.499520     0.776510
      569346.   -0.0516500     0.728837
      569370.     0.794250     0.738084
      569398.    -0.514230     0.711490
      569424.     -1.80935     0.743348
      569448.     -1.63054     0.725200
      569473.     -1.21099     0.655514
      569499.     -1.89763     0.697892
      569524.     -2.14540     0.727774
      569550.     -1.64734     0.690363
      569574.     -2.21577     0.736441
      569612.     -1.25959     0.714414
      569641.      1.12267     0.684178
      569666.     0.857890     0.652817
      569693.      1.00110     0.682197
      569720.      3.18512     0.745891
      569746.      3.38531     0.643471
      569771.      1.27392     0.601473
      569799.      2.05906     0.600131
      569824.      1.56098     0.638961
      569851.    -0.695270     0.668141
      569876.    -0.576290     0.620904
      569901.    -0.927410     0.606952
      569927.     -1.37306     0.627150
      569952.     -1.28252     0.643087
      569978.     -2.50914     0.767322
      570007.     0.878700     0.693772
      570034.     0.217730     0.690189
      570059.      2.26569     0.758982
      570086.      1.63364     0.709889
      570113.      2.30180     0.769679
      570140.      3.30368     0.798479
      570165.      1.74413     0.754964
